party,content,target,stance
swe: Liberal People’s Party,2. NYSTARTJOBB BLIR STARTJOBB FÖR ARBETSLÖSA i syfte att ge dem en direkt möjlighet att komma in på arbetsmarknaden.,Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,en dat de buitengrenzen effectief worden bewaakt.,Immigration,AGAINST
esp: Popular Party,"Trabajaremos por una Unión Europea socialmente cohesionada, en la que el pleno empleo sea la mejor garantía de integración social.",Integration,FAVOR
nld: Christian Union,Nederland zet zich in voor het bereiken van duurzame oplossingen voor de vluchtelingenproblematiek.,Immigration,FAVOR
esp: Canarian Coalition,"Además, incluye un conjunto de medidas a implantar por el Gobierno de España con el ﬁn de ordenar y racionalizar los ﬂujos migratorios, reconduciéndolos al ámbito de la legalidad.",Immigration,AGAINST
can: Quebec Bloc,"6.4.3 Le Bloc Québécois ne demande pas que les certificats de sécurité soient abolis, mais il propose les modifications suivantes à la Loi sur l'immigration et la protection des réfugiés afin de mieux 5les encadrer et de révoquer les articles de la loi qui ont été jugés anticonstitutionnels :",Immigration,FAVOR
aut: Austrian Social Democratic Party,"Dazu ist eine integrative Politik notwendig, die es den ZuwanderInnen ermöglicht, den Lebensunterhalt durch legale Arbeit selbst bestreiten zu können,",Integration,FAVOR
nor: Christian People’s Party,"føre et kontinuerlig holdningsarbeid mot skjult diskriminering av seniorer, funksjonshemmede og innvandrere i arbeidslivet, i samarbeid med ressursmiljøer.",Integration,FAVOR
esp: Basque Solidarity,"Como consecuencia del reparto desigual de la riqueza, así como de la falta de empleo en los países en vías de población y de la globalización, se está incrementando el fenómeno social de la inmigración, imponiéndose por parte de los países desarrollados barreras para que no accedan a sus respectivos países ciudadanos y ciudadanas de los países en vías de desarrollo.",Immigration,FAVOR
dnk: Social Democratic Party,Så de kan få arbejde og klare sig selv.,Immigration,FAVOR
deu: Alliance‘90/Greens,Anders werden wir dem institutionellen Rassismus und Sexismus nicht dauerhaft begegnen können.,Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,Für Ausländer können Deutsch-Lehrgänge hinzutreten.,Integration,FAVOR
aut: Austrian Freedom Party,"Multikulturelle Experimente werden abgelehnt, weil durch sie mutwillig gesellschaftliche Konflikte geschürt werden.",Integration,AGAINST
deu: Alliance‘90/Greens,Wir wollen unsere Integrationspolitik durch eine Politik der Inklusion vervollständigen.,Integration,FAVOR
nld: Christian Union,Intensiever gebruik van de ongewenstverklaring is een van de middelen die moeten voorkomen dat criminele vreemdelingen of vreemdelingen die banden hebben met terreurorganisaties een verblijfsstatus ontvangen.,Immigration,AGAINST
deu: Free Democratic Party,Religion trifft in Deutschland auf Offenheit und Toleranz und dieses erwarten wir auch von den Religionsgemeinschaften.,Integration,FAVOR
fin: Green Union,Maahantuloa työn tai opiskelun perässä on helpotettava.,Immigration,FAVOR
nld: Green Left,"Iemand die is veroordeeld en bestraft in verband met terrorisme, wordt na zijn bestrafﬁng niet uitgesloten van elementaire rechten en voorzieningen.",Integration,AGAINST
nor: Christian People’s Party,arbeide målrettet med de personene som har opplevd vold og kriminalitet.,Integration,FAVOR
che: Swiss People’s Party,"So lehnte der Ständerat beispielsweise die meisten Versuche ab, das Strafrecht zu verschärfen und die Einwanderung einzudämmen.",Immigration,AGAINST
aut: Austrian People’s Party,"Wir wollen ein unabhängiges Bundes-Asyl-Gericht,",Immigration,FAVOR
esp: Spanish Socialist Workers’ Party,Dotar de medios y condiciones adecuadas a los Centros de Internamiento y de Acogida de Extranjeros.,Immigration,FAVOR
swe: Liberal People’s Party,i syfte att öppna arbetsmarknaden för alla.,Integration,FAVOR
aut: Austrian Freedom Party,Das Motto der Freiheitlichen lautet:,Integration,FAVOR
nld: Christian Democratic Appeal,"De inspanningen om met landen van herkomst afspraken te maken over terugkeer en het verbeteren van de procedures voor het afgeven van laissez-passers, zijn een kabinetsbrede verantwoordelijkheid en komen aan de orde in alle internationale contacten met deze landen.",Integration,AGAINST
aut: Austrian Freedom Party,sofern er nicht über ein sicheres Drittland illegal ins Bundesgebiet eingereist ist.,Immigration,AGAINST
nld: Green Left,Vrijzinnig samenleven gaat niet zonder respect voor mensenrechten en minderheden.,Integration,FAVOR
nor: Conservative Party,Like viktig er flertallets vilje til å respektere mindretallets rettigheter og sette grenser for hva som bør avgjøres ved politiske beslutninger.,Integration,FAVOR
esp: Spanish Socialist Workers’ Party,que la entrada de nuevos inmigrantes obedezca a una política ordenada y orientada a la situación de nuestro mercado de trabajo;,Immigration,AGAINST
nor: Liberal Party,"For Venstre er det ikke akseptabelt at over 90 % av alle klagesaker ikke forelegges nemndmedlemmene,",Immigration,FAVOR
deu: Social Democratic Party of Germany,Die massiven Kürzungen beim Programm „Soziale Stadt” durch die schwarz-gelbe Bundesregierung aus CDU/CSU und FDP haben verheerende Folgen für die Integration vor Ort.,Integration,FAVOR
nor: Socialist Left Party,"SV arbeider for at de offentlige institusjonene legger bedre til rette for personer med etnisk minoritetsbakgrunn, blant annet gjennom språk– og informasjonstiltak, en bredere ansettelsespolitikk og mer tilrettelagte tilbud.",Integration,FAVOR
esp: Commitment-Q,"Impulso en el acceso al permiso de residencia y de trabajo para los menores inmigrantes, una vez hayan alcanzado la mayoría de edad y continúen en territorio español.",Integration,FAVOR
nor: Socialist Left Party,. Barns oppholdstid skal særlig vektlegges.,Integration,FAVOR
nld: Labour Party,Criminele/overlastgevende illegalen worden gedwongen te vertrekken.,Immigration,AGAINST
deu: Free Democratic Party,"Wir sind überzeugt: Wer an dieser Gesellschaft teilhaben möchte, wer sich einbringen will, der soll hier auch eine Heimat finden können.",Integration,FAVOR
nld: Christian Union,Bij de beoordeling van de aanvraag voor een medische verblijfsvergunning wordt rekening gehouden met de feitelijke toegankelijkheid van de noodzakelijke zorg in het land van herkomst.,Immigration,NONE
dnk: Socialist People’s Party,"Dels bør det offentlige gå foran med etnisk ligestillingspolitik på alle arbejdspladser,",Integration,FAVOR
fin: Christian Democrats in Finland,"Maahanmuuttajan kotoutumisen lähtökohtana on työllistyminen, ja sille on annettava kunnon edellytykset.",Integration,FAVOR
deu: Free Democratic Party,Freiheitsrechte und Menschenwürde sind unteilbar,Integration,FAVOR
nld: Christian Union,"Het oprichten van een politieke partij die beoogt de democratische rechtsstaat omver te werpen, wordt een strafbaar feit.",Integration,AGAINST
nld: Christian Union,De (dreigende) radicalisering van sommige moslimjongeren vraagt om alertheid en adequaat optreden van zowel de islamitische gemeenschap zelf als de overheid.,Integration,AGAINST
deu: Alliance‘90/Greens,"Wir brauchen eine durchlässige Gesellschaft, die durch umfassende Teilhabe Integration schafft.",Integration,FAVOR
nor: Socialist Left Party,"SV vil at Norge bidrar mer til å løse verdens flyktningproblemer, både ved å ta imot flere i Norge og ved å arbeide for et sterkere internasjonalt samarbeid.",Immigration,FAVOR
deu: Free Democratic Party,"-   und uns weltweit als die offene und tolerante Bürgergesellschaft präsentieren, die wir sind.",Immigration,FAVOR
fin: Finnish Rural Party,"Sellaiset perusteettomat ”pakolaiset”, jotka tulevat Suomeen saatuaan kielteisen turvapaikkapäätöksen jo jossakin toisessa EU-maassa, olisi pikakäännytettävä välittömästi.",Immigration,AGAINST
aut: Austrian People’s Party,Wir verlangen eine Mitwirkungspflicht des Asylwerbers im Verfahren.,Immigration,AGAINST
deu: Alliance‘90/Greens,"Insgesamt muss sich die Pflege auf eine größere Vielfalt einstellen und auch kulturelle, religiöse, sexuelle oder geschlechtsspezifische Identitäten sensibel berücksichtigen.",Integration,FAVOR
dnk: Danish People’s Party,"Ægte flygtninge ville vi gerne hjælpe,",Immigration,NONE
nor: Norwegian Labour Party,"gi grunnskoler og videregående skoler med mer enn 25 prosent minoritetspråklige flere ressurser, slik at undervisningen kan tilrettelegges med mer støtte og språkstimulering til tospråklige barn, uten at det går utover kvaliteten på undervisningen for norskspråklige elever.",Integration,FAVOR
esp: Convergence and Union,"En particular, exigiremos la reforma —o, en caso contrario, el cierre— de los centros de detención de extranjeros que no reúnan las condiciones establecidas.",Immigration,FAVOR
dnk: Liberals,"Særlig starthjælp til personer, som har opholdt sig mindre end 7 år her i landet.",Integration,NONE
nld: Democrats‘66,Wij willen dat de gemeente meer initiatieven neemt voor zogenoemde short-stay huisvesting.,Integration,FAVOR
aut: Austrian People’s Party,und Rückkehrprojekte bei der raschen Heimkehr in ihre Heimat unterstützen.,Immigration,AGAINST
dnk: Liberals,Vi vil forstærke indsatsen for at hjælpe kvindelige iværksættere med indvandrerbaggrund.,Integration,FAVOR
swe: Liberal People’s Party,"Att bryta utanförskapet kräver en lång rad åtgärder. Det socialdemokratiska misslyckandet kommer inte helt kunna repareras på några få år,",Integration,FAVOR
fin: Finnish Rural Party,"Pelkkä Suomessa vietetty aika ei voi olla peruste kansalaisuuden myöntämiselle, ei edes humanitaaristen maahanmuuttajien kohdalla.",Integration,AGAINST
aut: Austrian Freedom Party,"Für Gastarbeiter ist eine eigene Sozialversicherung zu schaffen, die speziell für einen temporären Aufenthalt in Österreich konzipiert ist.",Integration,FAVOR
fin: Finnish Rural Party,"Maahanmuuttajien oman kulttuurin säilyttäminen on heidän oma asiansa, eikä siihen pidä käyttää valtion varoja, koska se ei suoranaisesti edesauta maahanmuuttajien kotoutumista Suomessa.",Integration,AGAINST
aut: Austrian Social Democratic Party,"Wir stehen für eine verantwortungsvolle Zuwanderungs- und Integrationspolitik, die den Menschen, die in unser Land kommen, klare Rechte und Pflichten einräumt.",Immigration,FAVOR
can: Quebec Bloc,"Même si la Loi sur la responsabilité en matière d'aide au développement officielle stipule clairement que cette aide doit avoir comme mission la réduction de la pauvreté, le gouvernement conservateur a pigé dans cette enveloppe pour financer des programmes qui n'ont rien à voir avec la réduction de la pauvreté dans les pays en voie de développement.",Integration,AGAINST
nld: Party of Freedom,Op veel plekken zien we dat de islam zeggenschap aan het verwerven is over territorium.,Integration,AGAINST
swe: Liberal People’s Party,allt för att kapa tiden för att etablera sig på arbetsmarknaden,Integration,FAVOR
esp: Forum Asturias,"Siendo conscientes de la contribución de los inmigrantes al rejuvenecimiento de nuestra población, promoveremos su integración y su desarrollo con pleno respeto a sus costumbres,",Integration,FAVOR
irl: Familiy of the Irish,"We will, for example, stop the practice of highly trained Gardaí checking passports at airports, and will transfer this function to the Irish Naturalisation and Immigration Service.",Immigration,NONE
deu: Christian Democratic Union/C.Social Union ,Wir wollen eine faire Lastenteilung bei der Flüchtlingspolitik in Europa durchsetzen.,Immigration,FAVOR
nor: Socialist Left Party,"Det innebærer at kvinnene  blir økonomisk uavhengige, får full adgang til å delta i samfunnslivet og får makt over egen kropp og seksualitet.",Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,"Und wenn zugleich klar ist, daß eine Entscheidung auf euro­päischer Ebene unbedingt erforderlich ist und im Interesse der Menschen liegt",Immigration,NONE
che: Green Party of Switzerland,"Ein Integrationsgesetz, das die Chancengleichheit und den Respekt der kulturellen Vielfalt zum Ziel hat.",Integration,FAVOR
irl: Labour Party,Lobby the US government to legalise the position of illegal Irish immigrants in the US while expanding opportunities for US citizens to live and work in Ireland.,Integration,FAVOR
nld: Labour Party,"Hoe maken we van de kansarme, verschraalde buurten gevarieerde, aantrekkelijke buurten?",Integration,FAVOR
deu: Social Democratic Party of Germany,Als Ausdruck der Freiheit und der gemeinsamen Werte wollen wir eine Charta europäischer Grundrechte,Immigration,FAVOR
aut: Austrian Freedom Party,"und nur mehr jene Fremde zum Arbeitsmarkt zugelassen werden, die über besonders am inländischen Arbeitsmarkt nachgefragte Ausbildung oder über spezielle Kenntnisse und Fertigkeiten mit entsprechender Erfahrung verfügen und eine monatliche Bruttoentlohnung von mind. 60% der Höchstbeitragsgrundlage (dzt. 1962 Euro) erhalten.",Integration,AGAINST
aut: Austrian People’s Party,Diese Notwendigkeiten haben wir daher in Zusammenhang mit dem neuen Staatsbürgerschaftsgesetz entsprechend berücksichtigt.,Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,Wir wollen die Teilnahme von zugewanderten Frauen und Mädchen aus allen Kulturkreisen am öffentlichen und gesellschaftlichen Leben fördern.,Integration,FAVOR
esp: Spanish Socialist Workers’ Party,"La inmigración afecta a la práctica totalidad de los Estados de la Comunidad Internacional que son países de origen, tránsito o destino de los flujos de inmigrantes.",Immigration,NONE
deu: Free Democratic Party,"-   Nun muss in Abstimmung mit den Ländern eine generelle stichtagsunabhängige Lösung für die vielen tausend Betroffenen gefunden werden, die bereits seit Jahren in Deutschland leben, und hier auch absehbar bleiben werden, da eine Aufhebung ihrer Duldung nicht absehbar ist.",Integration,FAVOR
nor: Norwegian Labour Party,"at utenlandske forkynnere som har arbeid i religiøse trossamfunn, skal gjennomgå opplæring i norsk språk og samfunnskunnskap.",Integration,AGAINST
