party,content,target,stance
deu: Christian Democratic Union/C.Social Union ,"Niemand wird in Deutschland wegen seiner Krankheit, seines Alters, seiner Herkunft, seines Einkommens oder der Zahl seiner Kinder überfordert oder ausgegrenzt",Integration,FAVOR
fin: Finnish Rural Party,"Itsenäisesti asuvalle oleskeluluvan saaneelle turvapaikanhakijalle maksettavan tuen määrää pitää alentaa, niin että se olisi korkeintaan 50 % normaalista toimeentulotuesta.",Integration,AGAINST
dnk: Social Democratic Party,"Socialdemokraterne mener, at det er nødvendigt at begrænse indvandringen",Immigration,AGAINST
deu: Alliance‘90/Greens,"Wir meinen die Freiheit, ohne Angst anders sein zu können,",Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,Wir wollen das neu entwickelte Instrument der Fortschrittsberichte zur Integration nach verbindlichen Maßstäben konsequent einsetzen,Integration,FAVOR
nor: Centre Party,Varig fred mellom folkeslag og nasjonar byggjer på gjensidig respekt for ulike kulturar og levesett,Integration,FAVOR
nor: Socialist Left Party,SV vil styrke asylsøkeres rettssikkerhet.,Immigration,FAVOR
deu: Free Democratic Party,"Nach der Neuregelung des Asylrechts vom 1.7. 1993 sollen Flüchtlinge aus Bürgerkriegsgebieten, die vorübergehend in Deutschland Schutz suchen, einen asylverfahrensunabhängigen Aufenthaltsstatus mit einem befristeten Bleiberecht erhalten",Immigration,NONE
nld: Party of Freedom,Einde contract is einde verblijf.,Immigration,AGAINST
nld: Christian Democratic Appeal,Het bewustzijn is gegroeid dat de wereldge-meenschap moet helpen bij de opvang van deze mensen in de eigen regio.,Immigration,NONE
nor: Liberal Party,Asylsøkere som misbruker asylinstituttet ved å drive kriminell aktivitet må få en  rask reaksjon fra politi og rettsvesen og raskt utvises der det er mulig.,Immigration,AGAINST
nor: Socialist Left Party,og flyktingenes rett til å vende tilbake.,Immigration,AGAINST
nor: Conservative Party,"det viktigste er å hjelpe mennesker på flukt og ha en streng, men rettferdig og human flyktning- og asylpolitikk.",Immigration,FAVOR
aut: Alliance for the Future of Austria,und fortzusetzen.,Immigration,AGAINST
nld: Green Left,We kruisen de degens over de vraag of migrantenvrouwen wel of niet gescheiden mogen zwemmen.,Integration,AGAINST
aut: Austrian Freedom Party,"Das Schutzerfordernis des Grundrechtes auf Heimat stellt ferner klar, daß Österreich auf Grund seiner räumlich begrenzten Ausdehnung, seiner Bevölkerungsdichte und seiner beschränkten Ressourcen kein Einwanderungsland sein kann.",Immigration,AGAINST
deu: Alliance‘90/Greens,"Wir brauchen eine durchlässige Gesellschaft, die durch umfassende Teilhabe Integration schafft.",Integration,FAVOR
dnk: Liberals,Venstre vil fastholde den stramme udlændingepolitik.,Immigration,AGAINST
dnk: Christian People’s Party,Danmark bidrager i  dag til at splitte familier,Immigration,FAVOR
aut: Austrian Freedom Party,Die Zahl der illegal in Österreich Aufhältigen wurde laut Expertenschätzungen für das Jahr 1999 mit ca. 300.000 geschätzt.,Immigration,AGAINST
aut: The Greens,"Wir wollen damit ein klares, überprüfbares System an die Stelle starrer Quoten treten lassen.",Immigration,FAVOR
dnk: Social Democratic Party,Danmark kan ikke løse alle verdens problemer.,Immigration,NONE
nld: Party of Freedom,Terugdraaien openstelling arbeidsmarkt voor Polen en niet openstellen voor Roemenen en Bulgaren,Immigration,AGAINST
nld: Democrats‘66,Ook moeten zij altijd onderwijs kunnen volgen.,Integration,FAVOR
can: Conservative Party of Canada,Mais il faut faire plus.,Integration,FAVOR
esp: Canarian Coalition,"Se dote de un mayor presupuesto a los Centros Españoles en el Exterior, ya que se han convertido en auténticos intermediarios entre los emigrantes españoles y las administraciones españolas.",Immigration,FAVOR
nor: Socialist Left Party,"Både på grunn av hudfarge, etnisk bakgrunn, religion eller kultur – og fordi de er kvinner.",Integration,FAVOR
deu: Social Democratic Party of Germany,Wir verstärken nun die staatlichen Anstrengungen,Integration,FAVOR
nor: Norwegian Labour Party,"tilrettelegge for bruk av kulturopplevelser i et samarbeid med profesjonelle og frivillige kulturkrefter for å bidra til økt livskvalitet og inkludering, for eksempel i eldreomsorgen, psykisk helsevern, forebyggende barneog ungdomstiltak og integrering av innvandrere",Integration,FAVOR
esp: Aragonist Council,Establecer mecanismos de mejora de la contratación de personas inmigrantes.,Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,Mit CDU und CSU wird es keine Aufweichung der im Jahr 2007 gesetzlich verankerten Sprachanforderungen geben.,Integration,FAVOR
esp: Popular Party,El envejecimiento de la primera generación de emigrantes genera nuevas necesidades de atención sociosanitaria y de pensiones.,Integration,FAVOR
aut: Austrian Freedom Party,Kinder von Personen ohne österreichische Staatsbürgerschaft,Integration,AGAINST
nor: Socialist Left Party,Kvinner i asylmottak må sikres en trygg hverdag og beskyttelse mot vold,Immigration,FAVOR
nor: Norwegian Labour Party,"at flyktninger og innvandrere som kommer til Norge, skal gjennomgå et individuelt tilpasset integrasjonsprogram.",Integration,FAVOR
can: Quebec Bloc,"En se faisant le fervent défenseur des droits des réfugiés auprès du gouvernement et des autres partis, le Bloc Québécois a permis d'établir un compromis de dernière minute visant l'adoption d'une réforme véritablement efficace et, plus important encore, équitable pourtous les demandeurs d'asile.",Immigration,FAVOR
dnk: Social Democratic Party,"Vi vil have en dansk udlændinge politik, hvor rettigheder",Immigration,NONE
aut: Austrian Freedom Party,Straffällig gewordene Ausländer sind unverzüglich abzuschieben.,Immigration,AGAINST
deu: Alliance‘90/Greens,"Dazu gehört es, mehr Flüchtlinge aufzunehmen, ihnen die Einreise nach Deutschland zu erleichtern und hier lebenden syrischen Flüchtlingen einen sicheren Aufenthaltsstatus zu geben.",Immigration,FAVOR
esp: Spanish Socialist Workers’ Party,Acuerdos de asistencia y de cooperación con los países de origen y de tránsito.,Immigration,FAVOR
nor: Christian People’s Party,"føre et kontinuerlig holdningsarbeid mot skjult diskriminering av seniorer, funksjonshemmede og innvandrere i arbeidslivet, i samarbeid med ressursmiljøer.",Integration,FAVOR
aus: Liberal Party of Australia,"We will ensure a minimum of 1,000 places are available for women at risk and their dependents and appropriate settlement services are available once they arrive in Australia",Integration,FAVOR
nor: Centre Party,Utvide kurstilbudet på mottak gjennom å oppmuntre eksterne parter til å tilby kurs og arbeidspraksis som også vil kunne komme til nytte både i Norge og hjemlandet.,Integration,FAVOR
nld: Socialist Party,Zolang wordt gewerkt aan terugkeer hebben ex-asielzoekers recht op opvang.,Integration,FAVOR
esp: Popular Party,Promoveremos una legislación específica sobre los menores de edad no acompañados que facilite su protección y retorno a los países de origen.,Immigration,AGAINST
nor: Centre Party,"Alle skal ha rett til et arbeid som er mulig å kombinere med et aktivt samfunnsliv, fritid og omsorgsoppgaver.",Integration,FAVOR
nor: Socialist Left Party,SV vil jobbe for at det samiske skriftspråket blir sikret en levedyktig utvikling.,Integration,FAVOR
deu: The Left,die unfreiwillige Verschiebung von Flüchtlingen nach dem ungerechten Zuständigkeitsprinzip (Dublin II-Verordnung) verbieten;,Immigration,FAVOR
nor: Liberal Party,En god integreringspolitikk må ha som utgangspunkt en grunnleggende respekt for andre kulturer og verdisett.,Integration,FAVOR
deu: Free Democratic Party,"-   Deutschland muss offen sein für Talente aus aller Welt, eine Willkommenskultur etablieren und um kluge Köpfe konkret und aktiv werben.",Immigration,FAVOR
swe: Moderate Coalition Party,Det svenska samhället har varit för dåligt på att ta tillvara den kunskap och de förmågor som finns hos dem som kommit till vårt land från andra länder.,Integration,FAVOR
nor: Centre Party,At vertskommunetilskuddet og integreringstilskuddet skal dekke kommunenes reelle utgifter,Integration,FAVOR
fin: Finnish Rural Party,Tällainen loputon vastaan tuleminen ei kannusta kielen opiskeluun.,Integration,FAVOR
aut: Austrian People’s Party,und der Genfer Flüchtlingskonvention entsprechendes Asylverfahren im europäischen Einklang.,Immigration,NONE
aut: Austrian Freedom Party,und dass insbesondere Maßnahmen gegen die illegale Einwanderung gesetzt werden.,Immigration,AGAINST
aut: The Greens,und machen die Menschen ”fremd“.,Integration,AGAINST
aut: Austrian People’s Party,"Die Verleihung der österreichischen Staatsbürgerschaft stellt nach Auffassung der ÖVP den Abschluss einer erfolgreichen Integration in Österreich dar,",Integration,FAVOR
deu: Social Democratic Party of Germany,Wir wollen allen jungen Menschen gutes Aufwachsen und Aufstieg durch gleiche Chancen und echte Teilhabe ermöglichen.,Integration,FAVOR
aut: Austrian People’s Party,"Sie sind inhuman, weil sie den Asylsuchenden in Ungewissheit lassen, ob er bleiben kann oder nicht.",Immigration,FAVOR
aut: The Greens,"Nicht nur für EU–BürgerInnen, sondern für alle niedergelassenen MigrantInnen wollen wir das kommunale Wahlrecht einführen.",Integration,FAVOR
deu: Social Democratic Party of Germany,Sozialdemokratische Politik will allen Menschen ein selbstbestimmtes Leben ermöglichen.,Integration,FAVOR
dnk: Red-Green Unity List,De seneste stramninger bør øjeblikkeligt rulles tilbage.,Immigration,AGAINST
deu: Christian Democratic Union/C.Social Union ,"Für uns gilt: Wer in Deutschland lebt, muss sich auch an unsere Regeln halten.",Integration,AGAINST
nor: Conservative Party,Like viktig er flertallets vilje til å respektere mindretallets rettigheter og sette grenser for hva som bør avgjøres ved politiske beslutninger.,Integration,FAVOR
deu: Alliance‘90/Greens,und die Nachbarstaaten Syriens stärker als bisher materiell bei der Versorgung und Unterbringung der täglich größer werdenden Zahl an Flüchtlingen unterstützen.,Immigration,FAVOR
che: Swiss People’s Party,Die Folgen der Personenfreizügigkeit und der offenen Grenzen zeigen sich immer deutlicher.,Immigration,AGAINST
nor: Norwegian Labour Party,Fattigdom gjør kvinner og barn særlig utsatt for menneskehandlere.,Integration,FAVOR
deu: Free Democratic Party,"-   Um Missbrauch auszuschließen, stehen Mitgliedern einer Verantwortungsgemeinschaft kein Zeugnisverweigerungsrecht und kein Familiennachzug im Ausländerrecht zu.",Immigration,AGAINST
esp: Spanish Socialist Workers’ Party,"El español es ya la segunda lengua en Estados Unidos, un país que cuenta con 45 millones de hispanos.",Immigration,FAVOR
deu: Christian Democratic Union/C.Social Union ,"Die in der Europäischen Union geltende Freizügigkeit und Niederlas­sungsfreiheit ist ein Schritt hin zur Verwirklichung des Rechts auf Heimat auch der deutschen Vertriebenen - in einem Europa, das sich als Rechts- und Wertegemein­schaft versteht und in dem die Völker und Volksgruppen unter wechselseitiger Ach­tung und Förderung der jeweiligen Identität einträchtig und ohne rechtliche Diskrimi­nierung auch aus der Vergangenheit zusammenleben können",Immigration,FAVOR
irl: Soldiers of Destiny,We welcome immigrants who come here to work legally to support Ireland’s development and we will help them to become full and active participants in Irish life.,Integration,FAVOR
deu: Alliance‘90/Greens,Das gilt auch für AsylbewerberInnen.,Immigration,FAVOR
dnk: Liberals,"Statsborgere fra blandt andet USA, Canada, Australien og Japan har gode forudsætninger for vellykket integration.",Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,De VVD wil deze toestroom daarom tot nul terugdringen.,Immigration,AGAINST
che: Radical Democratic Party,Mittels internationaler Vernetzung gewinnt die Schweiz und damit auch die Schweizer Bevölkerung an Sicherheit.,Immigration,NONE
nld: Democrats‘66,Daarbij past ook een selectief immigratiebeleid (kenniswerkers).,Immigration,AGAINST
esp: Spanish Socialist Workers’ Party,"Durante la próxima legislatura, los socialistas vamos a seguir potenciando todas las medidas de seguridad nacional y de control de fronteras dirigidas a vigilar e inspeccionar con firmeza el eficaz y estricto cumplimiento de nuestras disposiciones legales en materia de inmigración y de estancia en España,",Immigration,AGAINST
nld: Socialist Party,Dat dient snel te verbeteren.,Immigration,FAVOR
nld: Socialist Party,Het ‘nee’ van de Nederlandse bevolking tegen de Europese Grondwet moet worden gerespecteerd.,Immigration,NONE
nld: Reformed Political Party,"Het is ook terug te voeren op (sociale) achterstanden en past in het wereldwijde beeld van een opkomende, radicale en compromisloze islam.",Integration,AGAINST
nld: Reformed Political Party,"Een verplichte inburgering blijft nodig, al was het maar om het dichtbevolkte Ne-derland voor iedereen leefbaar te houden.",Integration,AGAINST
swe: Christian Democratic Community Party ,och samma regler ska gälla för alla oavsett bakgrund.,Integration,FAVOR
fin: Finnish Rural Party,"Meidän tulee tarkastaa perusteellisesti, keitä maahamme tulee.",Immigration,AGAINST
nor: Socialist Left Party,"I områder med minoritetsspråklige barn, må tilbudet av flerspråklige barnehager sikres",Integration,FAVOR
irl: Familiy of the Irish,"cooperation with countries of origin,",Immigration,AGAINST
usa: Republican Party,so that citizens are distinguished from lawfully present aliens and illegal aliens.,Integration,AGAINST
nld: Christian Democratic Appeal,"Anderzijds moet aan mensen, voor wie geen documenten verkregen kunnen worden, waardoor zij niet uitgezet kunnen worden, een voorlopige verblijfstatus gegeven worden.",Immigration,FAVOR
aut: Austrian People’s Party,und auch im Rahmen der neuen Gesetzgebung seine traditionelle Rolle als Erstasylland beibehalten.,Immigration,FAVOR
